DATE,KOSPI,KOSDAQ
2024-07-30,2738.18994140625,803.780029296875
2024-07-31,2770.68994140625,803.1500244140625
2024-08-01,2777.679931640625,813.530029296875
2024-08-02,2676.18994140625,779.3300170898438
2024-08-05,2441.550048828125,691.280029296875
2024-08-06,2522.14990234375,732.8699951171875
2024-08-07,2568.409912109375,748.5399780273438
2024-08-08,2556.72998046875,745.280029296875
2024-08-09,2588.429931640625,764.4299926757812
2024-08-12,2618.300048828125,772.719970703125
2024-08-13,2621.5,764.8599853515625
2024-08-14,2644.5,776.8300170898438
2024-08-16,2697.22998046875,786.3300170898438
2024-08-19,2674.360107421875,777.469970703125
2024-08-20,2696.6298828125,787.4400024414062
2024-08-21,2701.1298828125,779.8699951171875
2024-08-22,2707.669921875,773.469970703125
2024-08-23,2701.68994140625,773.260009765625
2024-08-26,2698.010009765625,766.7899780273438
2024-08-27,2689.25,764.9500122070312
2024-08-28,2689.830078125,762.5
2024-08-29,2662.280029296875,756.0399780273438
2024-08-30,2674.31005859375,767.6599731445312
2024-09-02,2681.0,769.2100219726562
2024-09-03,2664.6298828125,760.3699951171875
2024-09-04,2580.800048828125,731.75
2024-09-05,2575.5,725.280029296875
2024-09-06,2544.280029296875,706.5900268554688
2024-09-09,2535.929931640625,714.4600219726562
2024-09-10,2523.429931640625,706.2000122070312
2024-09-11,2513.3701171875,709.4199829101562
2024-09-12,2572.090087890625,731.030029296875
2024-09-13,2575.409912109375,733.2000122070312
2024-09-19,2580.800048828125,739.510009765625
2024-09-20,2593.3701171875,748.3300170898438
2024-09-23,2602.010009765625,755.1199951171875
2024-09-24,2631.679931640625,767.3499755859375
2024-09-25,2596.320068359375,759.2999877929688
2024-09-26,2671.570068359375,779.1799926757812
2024-09-27,2649.780029296875,774.489990234375
2024-09-30,2593.27001953125,763.8800048828125
2024-10-02,2561.68994140625,762.1300048828125
2024-10-04,2569.7099609375,768.97998046875
2024-10-07,2610.3798828125,781.010009765625
2024-10-08,2594.360107421875,778.239990234375
2024-10-10,2599.159912109375,775.47998046875
2024-10-11,2596.909912109375,770.97998046875
2024-10-14,2623.2900390625,770.260009765625
2024-10-15,2633.449951171875,773.8099975585938
2024-10-16,2610.360107421875,765.7899780273438
2024-10-17,2609.300048828125,765.0599975585938
2024-10-18,2593.820068359375,753.219970703125
2024-10-21,2604.919921875,759.9500122070312
2024-10-22,2570.699951171875,738.3400268554688
2024-10-23,2599.6201171875,745.1900024414062
2024-10-24,2581.030029296875,734.5900268554688
2024-10-25,2583.27001953125,727.4099731445312
2024-10-28,2612.429931640625,740.47998046875
2024-10-29,2617.800048828125,744.1799926757812
2024-10-30,2593.7900390625,738.1900024414062
2024-10-31,2556.14990234375,743.0599975585938
2024-11-01,2542.360107421875,729.0499877929688
2024-11-04,2588.969970703125,754.0800170898438
2024-11-05,2576.8798828125,751.8099975585938
2024-11-06,2563.510009765625,743.3099975585938
2024-11-07,2564.6298828125,733.52001953125
2024-11-08,2561.14990234375,743.3800048828125
2024-11-11,2531.659912109375,728.8400268554688
2024-11-12,2482.570068359375,710.52001953125
2024-11-13,2417.080078125,689.6500244140625
2024-11-14,2418.860107421875,681.5599975585938
2024-11-15,2416.860107421875,685.4199829101562
2024-11-18,2469.070068359375,689.5499877929688
2024-11-19,2471.949951171875,686.1199951171875
2024-11-20,2482.2900390625,682.9099731445312
2024-11-21,2480.6298828125,680.6699829101562
2024-11-22,2501.239990234375,677.010009765625
2024-11-25,2534.340087890625,696.8300170898438
2024-11-26,2520.360107421875,693.1500244140625
2024-11-27,2503.06005859375,692.0
2024-11-28,2504.669921875,694.3900146484375
2024-11-29,2455.909912109375,678.1900024414062
2024-12-02,2454.47998046875,675.8400268554688
2024-12-03,2500.10009765625,690.7999877929688
2024-12-04,2464.0,677.1500244140625
2024-12-05,2441.85009765625,670.9400024414062
2024-12-06,2428.159912109375,661.3300170898438
2024-12-09,2360.580078125,627.010009765625
2024-12-10,2417.840087890625,661.5900268554688
2024-12-11,2442.510009765625,675.9199829101562
2024-12-12,2482.1201171875,683.3499755859375
2024-12-13,2494.4599609375,693.72998046875
2024-12-16,2488.969970703125,698.530029296875
2024-12-17,2456.81005859375,694.469970703125
2024-12-18,2484.429931640625,697.5700073242188
2024-12-19,2435.929931640625,684.3599853515625
2024-12-20,2404.14990234375,668.3099975585938
2024-12-23,2442.010009765625,679.239990234375
2024-12-24,2440.52001953125,680.1099853515625
2024-12-26,2429.669921875,675.6400146484375
2024-12-27,2404.77001953125,665.969970703125
2024-12-30,2399.489990234375,678.1900024414062
2025-01-02,2398.93994140625,686.6300048828125
2025-01-03,2441.919921875,705.760009765625
2025-01-06,2488.639892578125,717.9600219726562
2025-01-07,2492.10009765625,718.2899780273438
2025-01-08,2521.050048828125,719.6300048828125
2025-01-09,2521.89990234375,723.52001953125
2025-01-10,2515.780029296875,717.8900146484375
2025-01-13,2489.56005859375,708.2100219726562
2025-01-14,2497.39990234375,718.0399780273438
2025-01-15,2496.81005859375,711.6099853515625
2025-01-16,2527.489990234375,724.239990234375
2025-01-17,2523.550048828125,724.6900024414062
2025-01-20,2520.050048828125,727.6599731445312
2025-01-21,2518.030029296875,726.0700073242188
2025-01-22,2547.06005859375,732.3099975585938
2025-01-23,2515.489990234375,724.010009765625
2025-01-24,2536.800048828125,728.739990234375
2025-01-31,2517.3701171875,728.2899780273438
2025-02-03,2453.949951171875,703.7999877929688
2025-02-04,2481.68994140625,719.9199829101562
2025-02-05,2509.27001953125,730.97998046875
2025-02-06,2536.75,740.3200073242188
2025-02-07,2521.919921875,742.9000244140625
2025-02-10,2521.27001953125,749.6699829101562
2025-02-11,2539.050048828125,749.5900268554688
2025-02-12,2548.389892578125,745.1799926757812
2025-02-13,2583.169921875,749.280029296875
2025-02-14,2591.050048828125,756.3200073242188
2025-02-17,2610.419921875,768.47998046875
2025-02-18,2626.81005859375,773.6500244140625
2025-02-19,2671.52001953125,778.27001953125
2025-02-20,2654.06005859375,768.27001953125
2025-02-21,2654.580078125,774.6500244140625
2025-02-24,2645.27001953125,773.3300170898438
2025-02-25,2630.2900390625,769.4299926757812
2025-02-26,2641.090087890625,771.4099731445312
2025-02-27,2621.75,770.8499755859375
2025-02-28,2532.780029296875,743.9600219726562
2025-03-04,2528.919921875,737.9000244140625
2025-03-05,2558.1298828125,746.9500122070312
2025-03-06,2576.159912109375,734.9199829101562
2025-03-07,2563.47998046875,727.7000122070312
2025-03-10,2570.389892578125,725.8200073242188
2025-03-11,2537.60009765625,721.5
2025-03-12,2574.820068359375,729.489990234375
2025-03-13,2573.639892578125,722.7999877929688
2025-03-14,2566.360107421875,734.260009765625
2025-03-17,2610.68994140625,743.510009765625
2025-03-18,2612.340087890625,745.5399780273438
2025-03-19,2628.6201171875,738.3499755859375
2025-03-20,2637.10009765625,725.1500244140625
2025-03-21,2643.1298828125,719.4099731445312
2025-03-24,2632.070068359375,720.219970703125
2025-03-25,2615.81005859375,711.260009765625
2025-03-26,2643.93994140625,716.47998046875
2025-03-27,2607.14990234375,707.489990234375
2025-03-28,2557.97998046875,693.760009765625
2025-03-31,2481.1201171875,672.8499755859375
2025-04-01,2521.389892578125,691.4500122070312
2025-04-02,2505.860107421875,684.8499755859375
2025-04-03,2486.699951171875,683.489990234375
2025-04-04,2465.419921875,687.3900146484375
2025-04-07,2328.199951171875,651.2999877929688
2025-04-08,2334.22998046875,658.4500122070312
2025-04-09,2293.699951171875,643.3900146484375
2025-04-10,2445.06005859375,681.7899780273438
2025-04-11,2432.719970703125,695.5900268554688
2025-04-14,2455.889892578125,708.97998046875
2025-04-15,2477.409912109375,711.9199829101562
2025-04-16,2447.429931640625,699.1099853515625
2025-04-17,2470.409912109375,711.75
2025-04-18,2483.419921875,717.77001953125
2025-04-21,2488.419921875,715.4500122070312
2025-04-22,2486.639892578125,716.1199951171875
2025-04-23,2525.56005859375,726.0800170898438
2025-04-24,2522.330078125,726.0800170898438
2025-04-25,2546.300048828125,729.6900024414062
2025-04-28,2548.860107421875,719.4099731445312
2025-04-29,2565.419921875,726.4600219726562
2025-04-30,2556.610107421875,717.239990234375
2025-05-02,2559.7900390625,721.8599853515625
2025-05-07,2573.800048828125,722.8099975585938
2025-05-08,2579.47998046875,729.5900268554688
2025-05-09,2577.27001953125,722.52001953125
2025-05-12,2607.330078125,725.4000244140625
2025-05-13,2608.419921875,731.8800048828125
2025-05-14,2640.570068359375,739.0499877929688
2025-05-15,2621.360107421875,733.22998046875
2025-05-16,2626.8701171875,725.0700073242188
2025-05-19,2603.419921875,713.75
2025-05-20,2601.800048828125,715.5499877929688
2025-05-21,2625.580078125,723.6199951171875
2025-05-22,2593.669921875,717.6699829101562
2025-05-23,2592.090087890625,715.97998046875
2025-05-26,2644.39990234375,725.27001953125
2025-05-27,2637.219970703125,727.1099853515625
2025-05-28,2670.14990234375,728.7899780273438
2025-05-29,2720.639892578125,736.2899780273438
2025-05-30,2697.669921875,734.3499755859375
2025-06-02,2698.969970703125,740.2899780273438
2025-06-04,2770.840087890625,750.2100219726562
2025-06-05,2812.050048828125,756.22998046875
2025-06-09,2855.77001953125,764.2100219726562
2025-06-10,2871.85009765625,771.2000122070312
2025-06-11,2907.0400390625,786.2899780273438
2025-06-12,2920.030029296875,789.4500122070312
2025-06-13,2894.6201171875,768.8599853515625
2025-06-16,2946.659912109375,777.260009765625
2025-06-17,2950.300048828125,775.6500244140625
2025-06-18,2972.18994140625,779.72998046875
2025-06-19,2977.739990234375,782.510009765625
2025-06-20,3021.840087890625,791.530029296875
2025-06-23,3014.469970703125,784.7899780273438
2025-06-24,3103.639892578125,800.9299926757812
2025-06-25,3108.25,798.2100219726562
2025-06-26,3079.56005859375,787.9500122070312
2025-06-27,3055.93994140625,781.5599975585938
2025-06-30,3071.699951171875,781.5
2025-07-01,3089.64990234375,783.6699829101562
2025-07-02,3075.06005859375,782.1699829101562
2025-07-03,3116.27001953125,793.3300170898438
2025-07-04,3054.280029296875,775.7999877929688
2025-07-07,3059.469970703125,778.4600219726562
2025-07-08,3114.949951171875,784.239990234375
2025-07-09,3133.739990234375,790.3599853515625
2025-07-10,3183.22998046875,797.7000122070312
2025-07-11,3175.77001953125,800.469970703125
2025-07-14,3202.030029296875,799.3699951171875
2025-07-15,3215.280029296875,812.8800048828125
2025-07-16,3186.3798828125,812.22998046875
2025-07-17,3192.2900390625,818.27001953125
2025-07-18,3188.070068359375,820.6699829101562
2025-07-21,3210.81005859375,821.6900024414062
2025-07-22,3169.93994140625,812.969970703125
2025-07-23,3183.77001953125,813.5599975585938
2025-07-24,3190.449951171875,809.8900146484375
2025-07-25,3196.050048828125,806.9500122070312
2025-07-28,3209.52001953125,804.4000244140625
2025-07-29,3230.570068359375,804.4500122070312
